0 -1 1
2.11 -nan -nan
2.12 -nan -nan
2.13 -nan -nan
2.14 -nan -nan
2.15 -nan -nan
2.16 -nan -nan
2.17 -nan -nan
2.18 -nan -nan
2.19 -nan -nan
2.2 -nan -nan
2.21 -nan -nan
2.22 -nan -nan
2.23 -nan -nan
2.24 -nan -nan
2.25 -nan -nan
2.26 -nan -nan
2.27 -nan -nan
2.28 -nan -nan
2.29 -nan -nan
2.3 -nan -nan
2.31 -nan -nan
2.32 -nan -nan
2.33 -nan -nan
2.34 -nan -nan
2.35 -nan -nan
2.36 -nan -nan
2.37 -nan -nan
2.38 -nan -nan
2.39 -nan -nan
2.4 -nan -nan
2.41 -nan -nan
2.42 -nan -nan
2.43 -nan -nan
2.44 -nan -nan
2.45 -nan -nan
2.46 -nan -nan
2.47 -nan -nan
2.48 -nan -nan
2.49 -nan -nan
2.5 -nan -nan
2.51 -nan -nan
2.52 -nan -nan
2.53 -nan -nan
2.54 -nan -nan
2.55 -nan -nan
2.56 -nan -nan
2.57 -nan -nan
2.58 -nan -nan
2.59 -nan -nan
2.6 -nan -nan
2.61 -nan -nan
2.62 -nan -nan
2.63 -nan -nan
2.64 -nan -nan
2.65 -nan -nan
2.66 -nan -nan
2.67 -nan -nan
2.68 -nan -nan
2.69 -nan -nan
2.7 -nan -nan
2.71 -nan -nan
2.72 -nan -nan
2.73 -nan -nan
2.74 -nan -nan
2.75 -nan -nan
2.76 -nan -nan
2.77 -nan -nan
2.78 -nan -nan
2.79 -nan -nan
2.8 -nan -nan
2.81 -nan -nan
2.82 -nan -nan
2.83 -nan -nan
2.84 -nan -nan
2.85 -nan -nan
2.86 -nan -nan
2.87 -nan -nan
2.88 -nan -nan
2.89 -nan -nan
2.9 -nan -nan
2.91 -nan -nan
2.92 -nan -nan
2.93 -nan -nan
2.94 -nan -nan
2.95 -nan -nan
2.96 -nan -nan
2.97 -nan -nan
2.98 -nan -nan
2.99 -nan -nan
3 -nan -nan
3.01 -nan -nan
3.02 -nan -nan
3.03 -nan -nan
3.04 -nan -nan
3.05 -nan -nan
3.06 -nan -nan
3.07 -nan -nan
3.08 -nan -nan
3.09 -nan -nan
3.1 -nan -nan
3.11 -nan -nan
3.12 -nan -nan
3.13 -nan -nan
3.14 -nan -nan
3.15 -nan -nan
3.16 -nan -nan
3.17 -nan -nan
3.18 -nan -nan
3.19 -nan -nan
3.2 -nan -nan
3.21 -nan -nan
3.22 -nan -nan
3.23 -nan -nan
3.24 -nan -nan
3.25 -nan -nan
3.26 -nan -nan
3.27 -nan -nan
3.28 -nan -nan
3.29 -nan -nan
3.3 -nan -nan
3.31 -nan -nan
3.32 -nan -nan
3.33 -nan -nan
3.34 -nan -nan
3.35 -nan -nan
3.36 -nan -nan
3.37 -nan -nan
3.38 -nan -nan
3.39 -nan -nan
3.4 -nan -nan
3.41 -nan -nan
3.42 -nan -nan
3.43 -nan -nan
3.44 -nan -nan
3.45 -nan -nan
3.46 -nan -nan
3.47 -nan -nan
3.48 -nan -nan
3.49 -nan -nan
3.5 -nan -nan
3.51 -nan -nan
3.52 -nan -nan
3.53 -nan -nan
3.54 -nan -nan
3.55 -nan -nan
3.56 -nan -nan
3.57 -nan -nan
3.58 -nan -nan
3.59 -nan -nan
3.6 -nan -nan
3.61 -nan -nan
3.62 -nan -nan
3.63 -nan -nan
3.64 -nan -nan
3.65 -nan -nan
3.66 -nan -nan
3.67 -nan -nan
3.68 -nan -nan
3.69 -nan -nan
3.7 -nan -nan
3.71 -nan -nan
3.72 -nan -nan
3.73 -nan -nan
3.74 -nan -nan
3.75 -nan -nan
3.76 -nan -nan
3.77 -nan -nan
3.78 -nan -nan
3.79 -nan -nan
3.8 -nan -nan
3.81 -nan -nan
3.82 -nan -nan
3.83 -nan -nan
3.84 -nan -nan
3.85 -nan -nan
3.86 -nan -nan
3.87 -nan -nan
3.88 -nan -nan
3.89 -nan -nan
3.9 -nan -nan
3.91 -nan -nan
3.92 -nan -nan
3.93 -nan -nan
3.94 -nan -nan
3.95 -nan -nan
3.96 -nan -nan
3.97 -nan -nan
3.98 -nan -nan
3.99 -nan -nan
4 -nan -nan
4.01 -nan -nan
4.02 -nan -nan
4.03 -nan -nan
4.04 -nan -nan
4.05 -nan -nan
4.06 -nan -nan
4.07 -nan -nan
4.08 -nan -nan
4.09 -nan -nan
4.1 -nan -nan
4.11 -nan -nan
4.12 -nan -nan
4.13 -nan -nan
4.14 -nan -nan
4.15 -nan -nan
4.16 -nan -nan
4.17 -nan -nan
4.18 -nan -nan
4.19 -nan -nan
4.2 -nan -nan
4.21 -nan -nan
4.22 -nan -nan
4.23 -nan -nan
4.24 -nan -nan
4.25 -nan -nan
4.26 -nan -nan
4.27 -nan -nan
4.28 -nan -nan
4.29 -nan -nan
4.3 -nan -nan
4.31 -nan -nan
4.32 -nan -nan
4.33 -nan -nan
4.34 -nan -nan
4.35 -nan -nan
4.36 -nan -nan
4.37 -nan -nan
4.38 -nan -nan
4.39 -nan -nan
4.4 -nan -nan
4.41 -nan -nan
4.42 -nan -nan
4.43 -nan -nan
4.44 -nan -nan
4.45 -nan -nan
4.46 -nan -nan
4.47 -nan -nan
4.48 -nan -nan
4.49 -nan -nan
4.5 -nan -nan
4.51 -nan -nan
4.52 -nan -nan
4.53 -nan -nan
4.54 -nan -nan
4.55 -nan -nan
4.56 -nan -nan
4.57 -nan -nan
4.58 -nan -nan
4.59 -nan -nan
4.6 -nan -nan
4.61 -nan -nan
4.62 -nan -nan
4.63 -nan -nan
4.64 -nan -nan
4.65 -nan -nan
4.66 -nan -nan
4.67 -nan -nan
4.68 -nan -nan
4.69 -nan -nan
4.7 -nan -nan
4.71 -nan -nan
4.72 -nan -nan
4.73 -nan -nan
4.74 -nan -nan
4.75 -nan -nan
4.76 -nan -nan
4.77 -nan -nan
4.78 -nan -nan
4.79 -nan -nan
4.8 -nan -nan
4.81 -nan -nan
4.82 -nan -nan
4.83 -nan -nan
4.84 -nan -nan
4.85 -nan -nan
4.86 -nan -nan
4.87 -nan -nan
4.88 -nan -nan
4.89 -nan -nan
4.9 -nan -nan
4.91 -nan -nan
4.92 -nan -nan
4.93 -nan -nan
4.94 -nan -nan
4.95 -nan -nan
4.96 -nan -nan
4.97 -nan -nan
4.98 -nan -nan
4.99 -nan -nan
5 -nan -nan
5.01 -nan -nan
5.02 -nan -nan
5.03 -nan -nan
5.04 -nan -nan
5.05 -nan -nan
5.06 -nan -nan
5.07 -nan -nan
5.08 -nan -nan
5.09 -nan -nan
5.1 -nan -nan
5.11 -nan -nan
5.12 -nan -nan
5.13 -nan -nan
5.14 -nan -nan
5.15 -nan -nan
5.16 -nan -nan
5.17 -nan -nan
5.18 -nan -nan
5.19 -nan -nan
5.2 -nan -nan
5.21 -nan -nan
5.22 -nan -nan
5.23 -nan -nan
5.24 -nan -nan
5.25 -nan -nan
5.26 -nan -nan
5.27 -nan -nan
5.28 -nan -nan
5.29 -nan -nan
5.3 -nan -nan
5.31 -nan -nan
5.32 -nan -nan
5.33 -nan -nan
5.34 -nan -nan
5.35 -nan -nan
5.36 -nan -nan
5.37 -nan -nan
5.38 -nan -nan
5.39 -nan -nan
5.4 -nan -nan
5.41 -nan -nan
5.42 -nan -nan
5.43 -nan -nan
5.44 -nan -nan
5.45 -nan -nan
5.46 -nan -nan
5.47 -nan -nan
5.48 -nan -nan
5.49 -nan -nan
5.5 -nan -nan
5.51 -nan -nan
5.52 -nan -nan
5.53 -nan -nan
5.54 -nan -nan
5.55 -nan -nan
5.56 -nan -nan
5.57 -nan -nan
5.58 -nan -nan
5.59 -nan -nan
5.6 -nan -nan
5.61 -nan -nan
5.62 -nan -nan
5.63 -nan -nan
5.64 -nan -nan
5.65 -nan -nan
5.66 -nan -nan
5.67 -nan -nan
5.68 -nan -nan
5.69 -nan -nan
5.7 -nan -nan
5.71 -nan -nan
5.72 -nan -nan
5.73 -nan -nan
5.74 -nan -nan
5.75 -nan -nan
5.76 -nan -nan
5.77 -nan -nan
5.78 -nan -nan
5.79 -nan -nan
5.8 -nan -nan
5.81 -nan -nan
5.82 -nan -nan
5.83 -nan -nan
5.84 -nan -nan
5.85 -nan -nan
5.86 -nan -nan
5.87 -nan -nan
5.88 -nan -nan
5.89 -nan -nan
5.9 -nan -nan
5.91 -nan -nan
5.92 -nan -nan
5.93 -nan -nan
5.94 -nan -nan
5.95 -nan -nan
5.96 -nan -nan
5.97 -nan -nan
5.98 -nan -nan
5.99 -nan -nan
6 -nan -nan
6.01 -nan -nan
6.02 -nan -nan
6.03 -nan -nan
6.04 -nan -nan
6.05 -nan -nan
6.06 -nan -nan
6.07 -nan -nan
6.08 -nan -nan
6.09 -nan -nan
6.1 -nan -nan
6.11 -nan -nan
6.12 -nan -nan
6.13 -nan -nan
6.14 -nan -nan
6.15 -nan -nan
6.16 -nan -nan
6.17 -nan -nan
6.18 -nan -nan
6.19 -nan -nan
6.2 -nan -nan
6.21 -nan -nan
6.22 -nan -nan
6.23 -nan -nan
6.24 -nan -nan
6.25 -nan -nan
6.26 -nan -nan
6.27 -nan -nan
6.28 -nan -nan
6.29 -nan -nan
6.3 -nan -nan
6.31 -nan -nan
6.32 -nan -nan
6.33 -nan -nan
6.34 -nan -nan
6.35 -nan -nan
6.36 -nan -nan
6.37 -nan -nan
6.38 -nan -nan
6.39 -nan -nan
6.4 -nan -nan
6.41 -nan -nan
6.42 -nan -nan
6.43 -nan -nan
6.44 -nan -nan
6.45 -nan -nan
6.46 -nan -nan
6.47 -nan -nan
6.48 -nan -nan
6.49 -nan -nan
6.5 -nan -nan
6.51 -nan -nan
6.52 -nan -nan
6.53 -nan -nan
6.54 -nan -nan
6.55 -nan -nan
6.56 -nan -nan
6.57 -nan -nan
6.58 -nan -nan
6.59 -nan -nan
6.6 -nan -nan
6.61 -nan -nan
6.62 -nan -nan
6.63 -nan -nan
6.64 -nan -nan
6.65 -nan -nan
6.66 -nan -nan
6.67 -nan -nan
6.68 -nan -nan
6.69 -nan -nan
6.7 -nan -nan
6.71 -nan -nan
6.72 -nan -nan
6.73 -nan -nan
6.74 -nan -nan
6.75 -nan -nan
6.76 -nan -nan
6.77 -nan -nan
6.78 -nan -nan
6.79 -nan -nan
6.8 -nan -nan
6.81 -nan -nan
6.82 -nan -nan
6.83 -nan -nan
6.84 -nan -nan
6.85 -nan -nan
6.86 -nan -nan
6.87 -nan -nan
6.88 -nan -nan
6.89 -nan -nan
6.9 -nan -nan
6.91 -nan -nan
6.92 -nan -nan
6.93 -nan -nan
6.94 -nan -nan
6.95 -nan -nan
6.96 -nan -nan
6.97 -nan -nan
6.98 -nan -nan
6.99 -nan -nan
7 -nan -nan
7.01 -nan -nan
7.02 -nan -nan
7.03 -nan -nan
7.04 -nan -nan
7.05 -nan -nan
7.06 -nan -nan
7.07 -nan -nan
7.08 -nan -nan
7.09 -nan -nan
7.1 -nan -nan
7.11 -nan -nan
7.12 -nan -nan
7.13 -nan -nan
7.14 -nan -nan
7.15 -nan -nan
7.16 -nan -nan
7.17 -nan -nan
7.18 -nan -nan
7.19 -nan -nan
7.2 -nan -nan
7.21 -nan -nan
7.22 -nan -nan
7.23 -nan -nan
7.24 -nan -nan
7.25 -nan -nan
7.26 -nan -nan
7.27 -nan -nan
7.28 -nan -nan
7.29 -nan -nan
7.3 -nan -nan
7.31 -nan -nan
7.32 -nan -nan
7.33 -nan -nan
7.34 -nan -nan
7.35 -nan -nan
7.36 -nan -nan
7.37 -nan -nan
7.38 -nan -nan
7.39 -nan -nan
7.4 -nan -nan
7.41 -nan -nan
7.42 -nan -nan
7.43 -nan -nan
7.44 -nan -nan
7.45 -nan -nan
7.46 -nan -nan
7.47 -nan -nan
7.48 -nan -nan
7.49 -nan -nan
7.5 -nan -nan
7.51 -nan -nan
7.52 -nan -nan
7.53 -nan -nan
7.54 -nan -nan
7.55 -nan -nan
7.56 -nan -nan
7.57 -nan -nan
7.58 -nan -nan
7.59 -nan -nan
7.6 -nan -nan
7.61 -nan -nan
7.62 -nan -nan
7.63 -nan -nan
7.64 -nan -nan
7.65 -nan -nan
7.66 -nan -nan
7.67 -nan -nan
7.68 -nan -nan
7.69 -nan -nan
7.7 -nan -nan
7.71 -nan -nan
7.72 -nan -nan
7.73 -nan -nan
7.74 -nan -nan
7.75 -nan -nan
7.76 -nan -nan
7.77 -nan -nan
7.78 -nan -nan
7.79 -nan -nan
7.8 -nan -nan
7.81 -nan -nan
7.82 -nan -nan
7.83 -nan -nan
7.84 -nan -nan
7.85 -nan -nan
7.86 -nan -nan
7.87 -nan -nan
7.88 -nan -nan
7.89 -nan -nan
7.9 -nan -nan
7.91 -nan -nan
7.92 -nan -nan
7.93 -nan -nan
7.94 -nan -nan
7.95 -nan -nan
7.96 -nan -nan
7.97 -nan -nan
7.98 -nan -nan
7.99 -nan -nan
8 -nan -nan
8.01 -nan -nan
8.02 -nan -nan
8.03 -nan -nan
8.04 -nan -nan
8.05 -nan -nan
8.06 -nan -nan
8.07 -nan -nan
8.08 -nan -nan
8.09 -nan -nan
8.1 -nan -nan
8.11 -nan -nan
8.12 -nan -nan
8.13 -nan -nan
8.14 -nan -nan
8.15 -nan -nan
8.16 -nan -nan
8.17 -nan -nan
8.18 -nan -nan
8.19 -nan -nan
8.2 -nan -nan
8.21 -nan -nan
8.22 -nan -nan
8.23 -nan -nan
8.24 -nan -nan
8.25 -nan -nan
8.26 -nan -nan
8.27 -nan -nan
8.28 -nan -nan
8.29 -nan -nan
8.3 -nan -nan
8.31 -nan -nan
8.32 -nan -nan
8.33 -nan -nan
8.34 -nan -nan
8.35 -nan -nan
8.36 -nan -nan
8.37 -nan -nan
8.38 -nan -nan
8.39 -nan -nan
8.4 -nan -nan
8.41 -nan -nan
8.42 -nan -nan
8.43 -nan -nan
8.44 -nan -nan
8.45 -nan -nan
8.46 -nan -nan
8.47 -nan -nan
8.48 -nan -nan
8.49 -nan -nan
8.5 -nan -nan
8.51 -nan -nan
8.52 -nan -nan
8.53 -nan -nan
8.54 -nan -nan
8.55 -nan -nan
8.56 -nan -nan
8.57 -nan -nan
8.58 -nan -nan
8.59 -nan -nan
8.6 -nan -nan
8.61 -nan -nan
8.62 -nan -nan
8.63 -nan -nan
8.64 -nan -nan
8.65 -nan -nan
8.66 -nan -nan
8.67 -nan -nan
8.68 -nan -nan
8.69 -nan -nan
8.7 -nan -nan
8.71 -nan -nan
8.72 -nan -nan
8.73 -nan -nan
8.74 -nan -nan
8.75 -nan -nan
8.76 -nan -nan
8.77 -nan -nan
8.78 -nan -nan
8.79 -nan -nan
8.8 -nan -nan
8.81 -nan -nan
8.82 -nan -nan
8.83 -nan -nan
8.84 -nan -nan
8.85 -nan -nan
8.86 -nan -nan
8.87 -nan -nan
8.88 -nan -nan
8.89 -nan -nan
8.9 -nan -nan
8.91 -nan -nan
8.92 -nan -nan
8.93 -nan -nan
8.94 -nan -nan
8.95 -nan -nan
8.96 -nan -nan
8.97 -nan -nan
8.98 -nan -nan
8.99 -nan -nan
9 -nan -nan
9.01 -nan -nan
9.02 -nan -nan
9.03 -nan -nan
9.04 -nan -nan
9.05 -nan -nan
9.06 -nan -nan
9.07 -nan -nan
9.08 -nan -nan
9.09 -nan -nan
9.1 -nan -nan
9.11 -nan -nan
9.12 -nan -nan
9.13 -nan -nan
9.14 -nan -nan
9.15 -nan -nan
9.16 -nan -nan
9.17 -nan -nan
9.18 -nan -nan
9.19 -nan -nan
9.2 -nan -nan
9.21 -nan -nan
9.22 -nan -nan
9.23 -nan -nan
9.24 -nan -nan
9.25 -nan -nan
9.26 -nan -nan
9.27 -nan -nan
9.28 -nan -nan
9.29 -nan -nan
9.3 -nan -nan
9.31 -nan -nan
9.32 -nan -nan
9.33 -nan -nan
9.34 -nan -nan
9.35 -nan -nan
9.36 -nan -nan
9.37 -nan -nan
9.38 -nan -nan
9.39 -nan -nan
9.4 -nan -nan
9.41 -nan -nan
9.42 -nan -nan
9.43 -nan -nan
9.44 -nan -nan
9.45 -nan -nan
9.46 -nan -nan
9.47 -nan -nan
9.48 -nan -nan
9.49 -nan -nan
9.5 -nan -nan
9.51 -nan -nan
9.52 -nan -nan
9.53 -nan -nan
9.54 -nan -nan
9.55 -nan -nan
9.56 -nan -nan
9.57 -nan -nan
9.58 -nan -nan
9.59 -nan -nan
9.6 -nan -nan
9.61 -nan -nan
9.62 -nan -nan
9.63 -nan -nan
9.64 -nan -nan
9.65 -nan -nan
9.66 -nan -nan
9.67 -nan -nan
9.68 -nan -nan
9.69 -nan -nan
9.7 -nan -nan
9.71 -nan -nan
9.72 -nan -nan
9.73 -nan -nan
9.74 -nan -nan
9.75 -nan -nan
9.76 -nan -nan
9.77 -nan -nan
9.78 -nan -nan
9.79 -nan -nan
9.8 -nan -nan
9.81 -nan -nan
9.82 -nan -nan
9.83 -nan -nan
9.84 -nan -nan
9.85 -nan -nan
9.86 -nan -nan
9.87 -nan -nan
9.88 -nan -nan
9.89 -nan -nan
9.9 -nan -nan
9.91 -nan -nan
9.92 -nan -nan
9.93 -nan -nan
9.94 -nan -nan
9.95 -nan -nan
9.96 -nan -nan
9.97 -nan -nan
9.98 -nan -nan
9.99 -nan -nan
10 -nan -nan
10.01 -nan -nan
10.02 -nan -nan
10.03 -nan -nan
10.04 -nan -nan
10.05 -nan -nan
10.06 -nan -nan
10.07 -nan -nan
10.08 -nan -nan
10.09 -nan -nan
10.1 -nan -nan
10.11 -nan -nan
10.12 -nan -nan
10.13 -nan -nan
10.14 -nan -nan
10.15 -nan -nan
10.16 -nan -nan
10.17 -nan -nan
10.18 -nan -nan
10.19 -nan -nan
10.2 -nan -nan
10.21 -nan -nan
10.22 -nan -nan
10.23 -nan -nan
10.24 -nan -nan
10.25 -nan -nan
10.26 -nan -nan
10.27 -nan -nan
10.28 -nan -nan
10.29 -nan -nan
10.3 -nan -nan
10.31 -nan -nan
10.32 -nan -nan
10.33 -nan -nan
10.34 -nan -nan
10.35 -nan -nan
10.36 -nan -nan
10.37 -nan -nan
10.38 -nan -nan
10.39 -nan -nan
10.4 -nan -nan
10.41 -nan -nan
10.42 -nan -nan
10.43 -nan -nan
10.44 -nan -nan
10.45 -nan -nan
10.46 -nan -nan
10.47 -nan -nan
10.48 -nan -nan
10.49 -nan -nan
10.5 -nan -nan
10.51 -nan -nan
10.52 -nan -nan
10.53 -nan -nan
10.54 -nan -nan
10.55 -nan -nan
10.56 -nan -nan
10.57 -nan -nan
10.58 -nan -nan
10.59 -nan -nan
10.6 -nan -nan
10.61 -nan -nan
10.62 -nan -nan
10.63 -nan -nan
10.64 -nan -nan
10.65 -nan -nan
10.66 -nan -nan
10.67 -nan -nan
10.68 -nan -nan
10.69 -nan -nan
10.7 -nan -nan
10.71 -nan -nan
10.72 -nan -nan
10.73 -nan -nan
10.74 -nan -nan
10.75 -nan -nan
10.76 -nan -nan
10.77 -nan -nan
10.78 -nan -nan
10.79 -nan -nan
10.8 -nan -nan
10.81 -nan -nan
10.82 -nan -nan
10.83 -nan -nan
10.84 -nan -nan
10.85 -nan -nan
10.86 -nan -nan
10.87 -nan -nan
10.88 -nan -nan
10.89 -nan -nan
10.9 -nan -nan
10.91 -nan -nan
10.92 -nan -nan
10.93 -nan -nan
10.94 -nan -nan
10.95 -nan -nan
10.96 -nan -nan
10.97 -nan -nan
10.98 -nan -nan
10.99 -nan -nan
11 -nan -nan
11.01 -nan -nan
11.02 -nan -nan
11.03 -nan -nan
11.04 -nan -nan
11.05 -nan -nan
11.06 -nan -nan
11.07 -nan -nan
11.08 -nan -nan
11.09 -nan -nan
11.1 -nan -nan
11.11 -nan -nan
11.12 -nan -nan
11.13 -nan -nan
11.14 -nan -nan
11.15 -nan -nan
11.16 -nan -nan
11.17 -nan -nan
11.18 -nan -nan
11.19 -nan -nan
11.2 -nan -nan
11.21 -nan -nan
11.22 -nan -nan
11.23 -nan -nan
11.24 -nan -nan
11.25 -nan -nan
11.26 -nan -nan
11.27 -nan -nan
11.28 -nan -nan
11.29 -nan -nan
11.3 -nan -nan
11.31 -nan -nan
11.32 -nan -nan
11.33 -nan -nan
11.34 -nan -nan
11.35 -nan -nan
11.36 -nan -nan
11.37 -nan -nan
11.38 -nan -nan
11.39 -nan -nan
11.4 -nan -nan
11.41 -nan -nan
11.42 -nan -nan
11.43 -nan -nan
11.44 -nan -nan
11.45 -nan -nan
11.46 -nan -nan
11.47 -nan -nan
11.48 -nan -nan
11.49 -nan -nan
11.5 -nan -nan
11.51 -nan -nan
11.52 -nan -nan
11.53 -nan -nan
11.54 -nan -nan
11.55 -nan -nan
11.56 -nan -nan
11.57 -nan -nan
11.58 -nan -nan
11.59 -nan -nan
11.6 -nan -nan
11.61 -nan -nan
11.62 -nan -nan
11.63 -nan -nan
11.64 -nan -nan
11.65 -nan -nan
11.66 -nan -nan
11.67 -nan -nan
11.68 -nan -nan
11.69 -nan -nan
11.7 -nan -nan
11.71 -nan -nan
11.72 -nan -nan
11.73 -nan -nan
11.74 -nan -nan
11.75 -nan -nan
11.76 -nan -nan
11.77 -nan -nan
11.78 -nan -nan
11.79 -nan -nan
11.8 -nan -nan
11.81 -nan -nan
11.82 -nan -nan
11.83 -nan -nan
11.84 -nan -nan
11.85 -nan -nan
11.86 -nan -nan
11.87 -nan -nan
11.88 -nan -nan
11.89 -nan -nan
11.9 -nan -nan
11.91 -nan -nan
11.92 -nan -nan
11.93 -nan -nan
11.94 -nan -nan
11.95 -nan -nan
11.96 -nan -nan
11.97 -nan -nan
11.98 -nan -nan
11.99 -nan -nan
12 -nan -nan
12.01 -nan -nan
12.02 -nan -nan
12.03 -nan -nan
12.04 -nan -nan
12.05 -nan -nan
12.06 -nan -nan
12.07 -nan -nan
12.08 -nan -nan
12.09 -nan -nan
12.1 -nan -nan
12.11 -nan -nan
12.12 -nan -nan
12.13 -nan -nan
12.14 -nan -nan
12.15 -nan -nan
12.16 -nan -nan
12.17 -nan -nan
12.18 -nan -nan
12.19 -nan -nan
12.2 -nan -nan
12.21 -nan -nan
12.22 -nan -nan
12.23 -nan -nan
12.24 -nan -nan
12.25 -nan -nan
12.26 -nan -nan
12.27 -nan -nan
12.28 -nan -nan
12.29 -nan -nan
12.3 -nan -nan
12.31 -nan -nan
12.32 -nan -nan
12.33 -nan -nan
12.34 -nan -nan
12.35 -nan -nan
12.36 -nan -nan
12.37 -nan -nan
12.38 -nan -nan
12.39 -nan -nan
12.4 -nan -nan
12.41 -nan -nan
12.42 -nan -nan
12.43 -nan -nan
12.44 -nan -nan
12.45 -nan -nan
12.46 -nan -nan
12.47 -nan -nan
12.48 -nan -nan
12.49 -nan -nan
12.5 -nan -nan
12.51 -nan -nan
12.52 -nan -nan
12.53 -nan -nan
12.54 -nan -nan
12.55 -nan -nan
12.56 -nan -nan
12.57 -nan -nan
12.58 -nan -nan
12.59 -nan -nan
12.6 -nan -nan
12.61 -nan -nan
12.62 -nan -nan
12.63 -nan -nan
